Municipality,Charging_stations
Ferreruela De Huerva,0
Ferrol,0
Figaró-Montmany,0
Figueres,0
Figuerola Del Camp,0
Figueroles,0
Figueruela De Arriba,0
Figueruelas,0
Fines,0
Finestrat,3
Firgas,0
Fiscal,0
Fisterra,1
Fitero,0
Fiñana,0
Flaçà,0
Flix,1
Flores De Ávila,0
Florida De Liébana,0
Fogars De La Selva,0
Fogars De Montclús,0
Foios,0
Foixà,0
Folgoso De La Ribera,0
Folgoso Do Courel,0
Folgueroles,0
Fombellida,0
Fombuena,0
Fompedraza,0
Foncabada,0
Foncea,0
Fondarella,0
Fondón,0
Fonelas,0
Fonfría,0
Fonollosa,0
Font-Rubí,0
Fontanals De Cerdanya,0
Fontanar,0
Fontanarejo,0
Fontanars Dels Alforins,0
Fontanilles,0
Fontcoberta,0
Fontellas,0
Fontihoyuelo,0
Fontioso,0
Fontiveros,0
Fonz,0
Fonzaleche,0
Foradada,0
Foradada Del Toscar,0
Forallac,0
Forcall,0
Forcarei,0
Forfoleda,0
Formentera,1
Formentera Del Segura,0
Formiche Alto,0
Fornalutx,1
Fornells De La Selva,0
Fornelos De Montes,0
Fornes,0
Fortaleny,0
Fortanete,0
Fortià,0
Fortuna,0
Forua,0
Forès,0
Foz,0
Foz-Calanda,0
Frades,0
Frades De La Sierra,0
Fraga,1
Frailes,0
Frandovínez,0
Frechilla,0
Frechilla De Almazán,0
Fregenal De La Sierra,0
Freginals,0
Freila,0
Fresneda De Altarejos,0
Fresneda De Cuéllar,0
Fresneda De La Sierra,0
Fresneda De La Sierra Tirón,0
Fresnedilla,0
Fresnedillas De La Oliva,0
Fresnedoso,0
Fresnedoso De Ibor,0
Fresneña,0
Fresnillo De Las Dueñas,0
Fresno Alhándiga,0
Fresno De Cantespino,0
Fresno De Caracena,0
Fresno De La Fuente,0
Fresno De La Polvorosa,0
Fresno De La Ribera,0
Fresno De La Vega,0
Fresno De Rodilla,0
Fresno De Río Tirón,0
Fresno De Sayago,0
Fresno De Torote,0
Fresno Del Río,0
Fresno El Viejo,0
Friera De Valverde,0
Frigiliana,0
Friol,0
Frontera,0
Fruiz,0
Frumales,0
Fréscano,0
Frías,0
Frías De Albarracín,0
Frómista,0
Fuembellida,0
Fuencaliente,0
Fuencaliente De La Palma,0
Fuencemillán,0
Fuendejalón,0
Fuendetodos,0
Fuenferrada,0
Fuengirola,1
Fuenlabrada,0
Fuenlabrada De Los Montes,0
Fuenllana,0
Fuenmayor,0
Fuensaldaña,0
Fuensalida,0
Fuensanta,0
Fuensanta De Martos,0
Fuente Carreteros,0
Fuente De Cantos,0
Fuente De Pedro Naharro,0
Fuente De Piedra,0
Fuente De Santa Cruz,0
Fuente Del Arco,0
Fuente Del Maestre,0
Fuente El Fresno,0
Fuente El Olmo De Fuentidueña,0
Fuente El Olmo De Íscar,0
Fuente El Saz De Jarama,0
Fuente El Saúz,0
Fuente El Sol,0
Fuente Encalada,0
Fuente La Lancha,0
Fuente La Reina,0
Fuente Obejuna,0
Fuente Palmera,0
Fuente Vaqueros,0
Fuente Álamo De Murcia,0
Fuente-Olmedo,0
Fuente-Tójar,0
Fuente-Álamo,0
Fuentealbilla,0
Fuentearmegil,0
Fuentebureba,0
Fuentecambrón,0
Fuentecantos,0
Fuentecén,0
Fuenteguinaldo,0
Fuenteheridos,0
Fuentelahiguera De Albatages,0
Fuentelapeña,0
Fuentelcésped,0
Fuentelencina,0
Fuentelespino De Haro,0
Fuentelespino De Moya,0
Fuenteliante,0
Fuentelisendo,0
Fuentelmonge,0
Fuentelsaz,0
Fuentelsaz De Soria,0
Fuentelviejo,0
Fuentemolinos,0
Fuentenava De Jábaga,0
Fuentenebro,0
Fuentenovilla,0
Fuentepelayo,0
Fuentepinilla,0
Fuentepiñel,0
Fuenterrebollo,0
Fuenterroble De Salvatierra,0
Fuenterrobles,0
Fuentes,0
Fuentes Calientes,0
Fuentes Claras,0
Fuentes De Andalucía,0
Fuentes De Ayódar,0
Fuentes De Año,0
Fuentes De Béjar,0
Fuentes De Carbajal,0
Fuentes De Ebro,0
Fuentes De Jiloca,0
Fuentes De León,0
Fuentes De Magaña,0
Fuentes De Nava,0
Fuentes De Oñoro,0
Fuentes De Ropel,0
Fuentes De Rubielos,0
Fuentes De Valdepero,0
Fuentesaúco,0
Fuentesaúco De Fuentidueña,0
Fuentesecas,0
Fuentesoto,0
Fuentespalda,0
Fuentespina,3
Fuentespreadas,0
Fuentestrún,0
Fuentidueña,0
Fuentidueña De Tajo,0
Fuerte Del Rey,0
Fuertescusa,0
Fulleda,0
Funes,0
Fustiñana,0
Férez,0
Fígols,0
Fígols I Alinyà,0
Fórnoles,0
Gabaldón,0
Gabiria,0
Gaianes,0
Gaibiel,0
Gaintza,0
Gaià,0
Gajanejos,0
Gajates,0
Galapagar,0
Galar,1
Galaroza,0
Galbarros,0
Galbárruli,0
Galdakao,0
Galdames,0
Galende,1
Galera,0
Galilea,0
Galindo Y Perahuy,0
Galinduste,0
Galisancho,0
Galisteo,0
Gallegos,0
Gallegos De Altamiros,0
Gallegos De Argañán,0
Gallegos De Hornija,0
Gallegos De Sobrinos,0
Gallegos De Solmirón,0
Gallegos Del Pan,0
Gallegos Del Río,0
Gallifa,0
Gallinero De Cameros,0
Gallipienzo/Galipentzu,0
Gallocanta,0
Gallur,0
Gallués/Galoze,0
Galve,0
Galve De Sorbe,0
Galápagos,0
Gamiz-Fika,0
Gamones,0
Gandesa,0
Gandia,4
Garaballa,0
Garachico,0
Garafía,0
Garai,0
Garaioa,0
Garbayuela,0
Garcia,0
Garciaz,0
Garcibuey,0
Garcihernández,0
Garcillán,0
Garciotum,0
Garcirrey,0
Garde,0
Gargallo,0
Garganta De Los Montes,0
Garganta Del Villar,0
Garganta La Olla,0
Gargantilla,0
Gargantilla Del Lozoya Y Pinilla De Buitrago,0
Gargüera,0
Garlitos,0
Garrafe De Torío,0
Garralda,0
Garray,0
Garrigoles,0
Garriguella,0
Garrigàs,0
Garrovillas De Alconétar,0
Garrucha,0
Garvín,0
Garínoain,0
Gascones,0
Gascueña,0
Gascueña De Bornova,0
Gata,0
Gata De Gorgos,0
Gatika,0
Gatón De Campos,0
Gaucín,0
Gautegiz Arteaga,0
Gavarda,0
Gavet De La Conca,0
Gavilanes,0
Gavà,1
Gaztelu,0
Gea De Albarracín,0
Gejuelo Del Barro,0
Geldo,0
Gelida,0
Gelsa,0
Gelves,0
Gema,0
Gemuño,0
Genalguacil,0
Genevilla,0
Ger,0
Gerena,0
Geria,0
Gerindote,0
Gernika-Lumo,0
Gestalgar,0
Getafe,1
Getaria,0
Getxo,1
Gibraleón,0
Gijón,30
Gil García,0
Gilbuena,0
Gilena,0
Gilet,0
Gimenells I El Pla De La Font,1
Gimialcón,0
Gimileo,0
Gines,4
Ginestar,0
Girona,7
Gironella,1
Gisclareny,1
Gistaín,0
Gizaburuaga,0
Gobernador,0
Godall,0
Godella,0
Godelleta,0
Godojos,0
Goizueta,0
Golmayo,0
Golmés,1
Golosalvo,0
Golpejas,0
Gombrèn,0
Gomecello,0
Gomesende,0
Gomezserracín,0
Gondomar,0
Gor,1
Gorafe,0
Gordaliza Del Pino,0
Gordexola,0
Gordoncillo,0
Gorga,0
Gorliz,0
Gormaz,0
Gotarrendura,0
Gotor,0
Gozón,0
Goñi,0
Gradefes,0
Grado,3
Graja De Campalbo,0
Graja De Iniesta,0
Grajal De Campos,0
Grajera,0
Granada,5
Granadilla De Abona,0
Grandas De Salime,0
Grandes Y San Martín,0
Granera,0
Granja De Moreruela,0
Granja De Rocamora,0
Granja De Torrehermosa,0
Granollers,7
Granucillo,0
Granyanella,2
Granyena De Les Garrigues,0
Granyena De Segarra,0
Granátula De Calatrava,0
Gratallops,0
Graus,0
Grazalema,0
Grañén,0
Grañón,0
Griegos,0
Grijalba,0
Grijota,0
Grisaleña,0
Grisel,0
Grisén,0
Griñón,0
Grávalos,0
Guadahortuna,0
Guadalajara,0
Guadalaviar,0
Guadalcanal,0
Guadalcázar,0
Guadalix De La Sierra,0
Guadalmez,0
Guadalupe,0
Guadamur,0
Guadarrama,0
Guadassuar,0
Guadasséquies,0
Guadiana,0
Guadix,0
Guadramiro,0
Gualba,0
Gualchos,0
Gualta,0
Guardamar De La Safor,0
Guardamar Del Segura,0
Guardiola De Berguedà,0
Guardo,0
Guareña,0
Guaro,0
Guarrate,0
Guarromán,2
Guaza De Campos,0
Guesálaz/Gesalatz,0
Guijo De Coria,0
Guijo De Galisteo,0
Guijo De Granadilla,0
Guijo De Santa Bárbara,0
Guijo De Ávila,0
Guijuelo,0
Guillena,0
Guils De Cerdanya,0
Guimerà,0
Guirguillano,0
Guisando,0
Guissona,3
Guitiriz,1
Guixers,0
Gumiel De Izán,1
Gumiel De Mercado,0
Guntín,0
Gurb,0
Guriezo,0
Gurrea De Gállego,0
Gusendos De Los Oteros,0
Gutierre-Muñoz,0
Guía De Isora,0
Gádor,0
Gáldar,0
Gálvez,0
Gátova,0
Génave,0
Gérgal,0
Gójar,0
Gómara,0
Gósol,0
Gúdar,0
Güesa/Gorza,0
Güevéjar,0
Güeñes,0
Güéjar Sierra,0
Güímar,0
Hacinas,0
Harana/Valle De Arana,0
Haro,0
Haría,0
Haza,0
Hazas De Cesto,0
Helechosa De Los Montes,0
Hellín,0
Henarejos,0
Henche,0
Heras De Ayuso,0
Herbers,0
Herce,0
Herencia,0
Herguijuela,0
Herguijuela De Ciudad Rodrigo,0
Herguijuela De La Sierra,0
Herguijuela Del Campo,0
Hermandad De Campoo De Suso,2
Hermigua,0
Hermisende,0
Hernani,0
Hernansancho,0
Hernialde,0
Hernán-Pérez,0
Herradón De Pinares,0
Herramélluri,0
Herrera,0
Herrera De Alcántara,0
Herrera De Los Navarros,0
Herrera De Pisuerga,1
Herrera De Soria,0
Herrera De Valdecañas,0
Herrera Del Duque,0
Herreros De Suso,0
Herreruela,0
Herreruela De Oropesa,0
Herrería,0
Herrerías,0
Herrín De Campos,0
Hervás,1
Hervías,0
Hiendelaencina,0
Higuera De Albalat,0
Higuera De Calatrava,0
Higuera De La Serena,0
Higuera De La Sierra,0
Higuera De Las Dueñas,0
Higuera De Llerena,0
Higuera De Vargas,0
Higuera La Real,0
Higueras,0
Higueruela,0
Higueruelas,0
Hijes,0
Hinojal,0
Hinojales,0
Hinojares,0
Hinojos,0
Hinojosa De Duero,0
Hinojosa De Jarque,0
Hinojosa De San Vicente,0
Hinojosa Del Campo,0
Hinojosa Del Duque,0
Hinojosa Del Valle,0
Hinojosas De Calatrava,0
Hiriberri/Villanueva De Aezkoa,0
Hita,0
Holguera,0
Hombrados,0
Hondarribia,0
Hondón De Los Frailes,0
Honrubia,1
Honrubia De La Cuesta,0
Hontalbilla,0
Hontanar,0
Hontanares De Eresma,0
Hontanas,0
Hontanaya,0
Hontangas,0
Hontecillas,0
Hontoba,0
Hontoria De Cerrato,0
Hontoria De La Cantera,0
Hontoria De Valdearados,0
Hontoria Del Pinar,0
Horcajo De La Sierra-Aoslos,0
Horcajo De Las Torres,0
Horcajo De Los Montes,0
Horcajo De Montemayor,0
Horcajo De Santiago,0
Horcajo Medianero,0
Horcajuelo De La Sierra,0
Horche,0
Hormigos,0
Hormilla,0
Hormilleja,0
Hornachos,0
Hornachuelos,0
Hornillos De Cameros,0
Hornillos De Cerrato,0
Hornillos De Eresma,0
Hornillos Del Camino,0
Hornos,0
Hornos De Moncalvillo,0
Horta De Sant Joan,1
Hortezuela De Océn,0
Hortigüela,0
Hospital De Órbigo,0
Hostalric,1
Hoya-Gonzalo,0
Hoyales De Roa,0
Hoyo De Manzanares,0
Hoyocasero,0
Hoyorredondo,0
Hoyos,0
Hoyos De Miguel Muñoz,0
Hoyos Del Collado,0
Hoyos Del Espino,0
Hoz De Jaca,0
Hoz Y Costean,0
Huarte/Uharte,0
Huecas,0
Huelma,0
Huelva,5
Huelves,0
Huerta,0
Huerta De Arriba,0
Huerta De La Obispalía,0
Huerta De Rey,0
Huerta De Valdecarábanos,0
Huerta Del Marquesado,0
Huertahernando,0
Huerto,0
Huesa,0
Huesa Del Común,0
Huesca,0
Huete,0
Hueva,0
Humada,0
Humanes,0
Humanes De Madrid,0
Humilladero,0
Hurones,0
Hurtumpascual,0
Husillos,0
Huécija,0
Huélaga,0
Huélago,0
Huélamo,0
Huéneja,0
Huércal De Almería,0
Huércal-Overa,3
Huércanos,0
Huérguina,0
Huérmeces,0
Huérmeces Del Cerro,0
Huéscar,0
Huétor De Santillán,0
Huétor Tájar,0
Huétor Vega,0
Huévar Del Aljarafe,0
Hérmedes De Cerrato,0
Híjar,1
Ibahernando,0
Ibargoiti,0
Ibarra,0
Ibarrangelu,0
Ibdes,0
Ibeas De Juarros,0
Ibi,0
Ibias,0
Ibieca,0
Ibrillos,0
Ibros,0
Icod De Los Vinos,0
Idiazabal,1
Igantzi,0
Igea,0
Iglesiarrubia,0
Iglesias,0
Igorre,0
Igriés,0
Igualada,1
Igualeja,0
Igúzquiza,0
Igüeña,0
Ikaztegieta,0
Ilche,0
Illana,0
Illano,0
Illas,0
Illescas,0
Illueca,0
Illán De Vacas,0
Imotz,0
Inca,0
Ingenio,0
Iniesta,0
Iniéstola,0
Instinción,0
Irañeta,0
Irixoa,0
Iruelos,0
Irueste,0
Irun,3
Irura,0
Iruraiz-Gauna,0
Irurtzun,0
Iruña Oka/Iruña De Oca,1
Isaba/Izaba,0
Isar,0
Isla Cristina,0
Isla Del Perejil,0
Isla Mayor,0
Islas Alhucemas,0
Islas Chafarinas,0
Isona I Conca Dellà,0
Ispaster,0
Istán,0
Isuerre,0
Isábena,0
Isòvol,0
Itero De La Vega,0
Itero Del Castillo,0
Itsasondo,0
Ituero De Azaba,0
Ituero Y Lama,0
Ituren,0
Iturmendi,0
Iurreta,0
Ivars D'Urgell,1
Ivars De Noguera,0
Ivorra,0
Iza/Itza,0
Izagaondoa,0
Izagre,0
Izalzu/Itzaltzu,0
Iznalloz,0
Iznate,0
Iznatoraf,0
Iznájar,0
Izurtza,0
Jabaloyas,0
Jabalquinto,0
Jabugo,0
Jaca,5
Jacarilla,0
Jadraque,0
Jafre,0
Jalance,0
Jalón De Cameros,0
Jambrina,0
Jamilena,0
Jaraba,0
Jarafuel,0
Jaraicejo,0
Jaramillo De La Fuente,0
Jaramillo Quemado,0
Jarandilla De La Vera,0
Jaraíz De La Vera,0
Jarilla,2
Jarque De La Val,0
Jarque De Moncayo,0
Jasa,0
Jatiel,0
Jaulín,0
Jaurrieta,0
Javier,0
Jayena,0
Jaén,1
Jerez De La Frontera,1
Jerez De Los Caballeros,0
Jerte,0
Jete,0
Jimena,0
Jimena De La Frontera,0
Jimera De Líbar,0
Jirueque,0
Joarilla De Las Matas,0
Jorba,0
Jorcas,0
Jorquera,0
Josa,0
Josa I Tuixén,0
Juarros De Riomoros,0
Juarros De Voltoya,0
Jubrique,0
Juià,0
Jumilla,0
Jun,0
Junciana,0
Juncosa,0
Juneda,1
Junta De Traslaloma,0
Junta De Villalba De Losa,0
Jurisdicción De Lara,0
Jurisdicción De San Zadornil,0
Juslapeña/Txulapain,0
Justel,0
Juviles,0
Juzbado,0
Játar,0
Jérez Del Marquesado,0
Jérica,0
Jódar,0
Júzcar,0
Karrantza Harana/Valle De Carranza,0
Kortezubi,0
Kripan,0
Kuartango,0
L'Albagés,0
L'Albi,0
L'Albiol,0
L'Alcora,0
L'Alcúdia,0
L'Alcúdia De Crespins,0
L'Aldea,2
L'Aleixar,0
L'Alfàs Del Pi,0
L'Alqueria D'Asnar,0
L'Alqueria De La Comtessa,0
L'Ametlla De Mar,3
L'Ametlla Del Vallès,0
L'Ampolla,2
L'Arboç,0
L'Argentera,0
L'Armentera,0
L'Atzúbia,0
L'Eliana,1
L'Escala,4
L'Espluga Calba,0
L'Espluga De Francolí,2
L'Espunyola,0
L'Esquirol,0
L'Estany,0
L'Hospitalet De Llobregat,6
L'Olleria,0
L'Orxa/Lorcha,0
L'Énova,0
La Acebeda,0
La Adrada,0
La Alameda De Gardón,0
La Alamedilla,0
La Alberca,1
La Alberca De Záncara,0
La Alberguería De Argañán,0
La Albuera,0
La Aldea De San Nicolás,0
La Aldea Del Obispo,0
La Aldehuela,0
La Algaba,0
La Almarcha,0
La Almolda,0
La Almunia De Doña Godina,0
La Antigua,1
La Atalaya,0
La Baronia De Rialb,0
La Bastida,0
La Bañeza,0
La Bisbal D'Empordà,0
La Bisbal De Falset,0
La Bisbal Del Penedès,0
La Bodera,0
La Bouza,0
La Bóveda De Toro,0
La Cabeza De Béjar,1
La Cabrera,0
La Calahorra,0
La Calzada De Béjar,0
La Campana,0
La Canonja,2
La Carlota,0
La Carolina,0
La Carrera,0
La Cañada De Verich,0
La Cellera De Ter,2
La Cerollera,0
La Cierva,0
La Codosera,0
La Codoñera,0
La Colilla,0
La Coma I La Pedra,0
La Coronada,0
La Cuba,0
La Cueva De Roa,0
La Cumbre,0
La Encina,0
La Ercina,0
La Estrella,0
La Fatarella,0
La Febró,0
La Figuera,0
La Floresta,0
La Font D'En Carròs,0
La Font De La Figuera,0
La Fregeneda,0
La Fresneda,0
La Frontera,0
La Fuente De San Esteban,0
La Fueva,0
La Fuliola,0
La Galera,0
La Gallega,0
La Garganta,0
La Garriga,1
La Garrovilla,0
La Ginebrosa,0
La Gineta,1
La Granada,0
La Granada De Río-Tinto,0
La Granadella,0
La Granja,0
La Granja D'Escarp,0
La Granja De La Costera,0
La Granjuela,0
La Guancha,0
La Guardia,0
La Guardia De Jaén,0
La Guijarrosa,0
La Guingueta D'Àneu,0
La Haba,0
La Herrera,0
La Hija De Dios,0
La Hiniesta,0
La Hinojosa,0
La Hiruela,0
La Horcajada,0
La Horra,0
La Hoya,0
La Hoz De La Vieja,0
La Huerce,0
La Iglesuela Del Cid,0
La Iglesuela Del Tiétar,0
La Iruela,0
La Jana,0
La Jonquera,2
La Joyosa,0
La Lapa,0
La Lastrilla,0
La Llacuna,0
La Llagosta,1
La Llosa,0
La Llosa De Ranes,0
La Losa,0
La Losilla,0
La Luisiana,0
La Línea De La Concepción,0
La Malahá,0
La Masó,0
La Mata,0
La Mata De Ledesma,0
La Mata De Los Olmos,0
La Mata De Morella,0
La Matanza De Acentejo,0
La Matilla,0
La Maya,0
La Mierla,0
La Miñosa,0
La Mojonera,0
La Molsosa,0
La Morera,0
La Morera De Montsant,0
La Mudarra,0
La Muela,0
La Nava,0
La Nava De Ricomalillo,0
La Nava De Santiago,0
La Nou De Berguedà,0
La Nou De Gaià,0
La Nucia,0
La Oliva,0
La Olmeda De Jadraque,0
La Orbada,0
La Orotava,0
La Palma D'Ebre,0
La Palma De Cervelló,0
La Palma Del Condado,0
La Parra,0
La Parra De Las Vegas,0
La Parrilla,0
La Pedraja De Portillo,0
La Pera,0
La Peraleja,0
La Pernía,0
La Pesga,0
La Pesquera,0
La Peza,0
La Peña,0
La Pobla De Benifassà,0
La Pobla De Claramunt,0
La Pobla De Cérvoles,0
La Pobla De Farnals,0
La Pobla De Lillet,0
La Pobla De Mafumet,0
La Pobla De Massaluca,0
La Pobla De Montornès,0
La Pobla De Segur,0
La Pobla De Vallbona,0
La Pobla Del Duc,0
La Pobla Llarga,0
La Pobla Tornesa,0
La Pola De Gordón,0
La Portella,0
La Portellada,0
La Puebla De Alfindén,0
La Puebla De Almoradiel,0
La Puebla De Arganzón,0
La Puebla De Castro,0
La Puebla De Cazalla,0
La Puebla De Híjar,0
La Puebla De Los Infantes,0
La Puebla De Montalbán,0
La Puebla De Valdavia,0
La Puebla De Valverde,0
La Puebla Del Río,0
La Pueblanueva,0
La Puerta De Segura,0
La Póveda De Soria,0
La Quar,0
La Rambla,0
La Recueja,0
La Redonda,0
La Revilla Y Ahedo,0
La Riba,0
La Riba De Escalote,0
La Riera De Gaià,0
La Rinconada,0
La Rinconada De La Sierra,0
La Robla,0
La Roca De La Sierra,0
La Roca Del Vallès,1
La Roda,0
La Roda De Andalucía,0
La Romana,0
La Ràpita,2
La Sagrada,0
La Salzadella,1
La Seca,0
La Secuita,0
La Selva De Mar,0
La Selva Del Camp,0
La Sentiu De Sió,0
La Sequera De Haza,0
La Serna,0
La Serna Del Monte,0
La Serrada,0
La Serratella,0
La Seu D'Urgell,3
La Sierpe,0
La Solana,0
La Sotonera,0
La Sénia,0
La Taha,0
La Tala,0
La Tallada D'Empordà,0
La Toba,0
La Torre,0
La Torre D'En Besora,0
La Torre D'En Doménec,0
La Torre De Cabdella,0
La Torre De Claramunt,0
La Torre De Esteban Hambrán,0
La Torre De Fontaubella,0
La Torre De L'Espanyol,0
La Torre De Les Maçanes/Torremanzanas,0
La Torre Del Valle,0
La Unión,0
La Unión De Campos,0
La Vajol,0
La Vall D'Alcalà,0
La Vall D'Ebo,0
La Vall D'En Bas,0
La Vall D'Uixó,0
La Vall De Bianya,0
La Vall De Boí,1
La Vall De Gallinera,0
La Vall De Laguar,0
La Vansa I Fórnols,0
La Vecilla,0
La Vellés,0
La Victoria,0
La Victoria De Acentejo,0
La Vid De Bureba,0
La Vid De Ojeda,0
La Vid Y Barrios,0
La Vila Joiosa/Villajoyosa,0
La Vilavella,0
La Vilella Alta,0
La Vilella Baixa,0
La Villa De Don Fadrique,0
La Vilueña,0
La Vídola,0
La Yesa,0
La Yunta,0
La Zaida,0
La Zarza,0
La Zarza De Pumareda,0
La Zarza-Perrunal,0
La Zoma,0
La Zubia,0
Labajos,0
Labastida/Bastida,0
Labuerda,0
Ladrillar,0
Lagartera,1
Lagartos,0
Lagata,0
Lagrán,0
Laguardia,0
Lagueruela,0
Laguna Dalga,0
Laguna De Cameros,0
Laguna De Contreras,0
Laguna De Duero,0
Laguna De Negrillos,0
Laguna Del Marquesado,0
Lagunaseca,0
Lagunilla,0
Lagunilla Del Jubera,0
Lahiguera,0
Lakuntza,0
Laluenga,0
Lalueza,0
Lalín,0
Lamasón,0
Lana,0
Lanaja,0
Lanciego/Lantziego,0
Landete,0
Lanestosa,0
Langa,0
Langa De Duero,0
Langa Del Castillo,0
Langayo,0
Langreo,0
Languilla,0
Lanjarón,0
Lantadilla,0
Lantarón,0
Lanteira,0
Lantejuela,0
Lantz,0
Lanzahíta,0
Lanzuela,0
Laperdiguera,0
Lapoblación,0
Lapuebla De Labarca,0
Lardero,0
Laredo,1
Larouco,0
Laroya,0
Larrabetzu,0
Larraga,0
Larraona,0
Larraul,0
Larraun,0
Larrodrigo,0
Larva,0
Las Aldehuelas,0
Las Berlanas,0
Las Cabezas De San Juan,0
Las Casas Del Conde,0
Las Cuerlas,0
Las Gabias,0
Las Herencias,0
Las Hormazas,0
Las Inviernas,0
Las Labores,0
Las Majadas,0
Las Mesas,0
Las Navas De Jadraque,0
Las Navas De La Concepción,0
Las Navas Del Marqués,0
Las Omañas,0
Las Palmas De Gran Canaria,0
Las Parras De Castellote,0
Las Pedrosas,0
Las Pedroñeras,0
Las Peñas De Riglos,0
Las Quintanillas,0
Las Regueras,1
Las Rozas De Madrid,2
Las Rozas De Valdearroyo,0
Las Torres De Cotillas,0
Las Tres Villas,0
Las Valeras,0
Las Veguillas,0
Las Ventas Con Peña Aguilera,0
Las Ventas De Retamosa,0
Las Ventas De San Julián,0
Lasarte-Oria,0
Lascellas-Ponzano,0
Lascuarre,0
Laspaúles,0
Laspuña,0
Lastras De Cuéllar,0
Lastras Del Pozo,0
Laudio/Llodio,0
Laukiz,0
Laviana,0
Laxe,0
Layana,0
Layos,0
Laza,0
Lazagurría,0
Lazkao,0
Leaburu,0
Leache/Leatxe,0
Lebrija,0
Lechón,0
Leciñena,0
Lecrín,0
Ledanca,0
"Ledanía De 09162, 09290, 09412 Y 09606",0
"Ledanía De Castrillo De La Reina, Hacinas Y Salas De Los Infantes",0
Ledanía De Hacinas Y Salas De Los Infantes,0
"Ledanía De Hacinas, Salas De Los Infantes Y Villanueva De Carazo",0
Ledaña,0
Ledesma,0
Ledesma De La Cogolla,0
Ledigos,0
Ledrada,0
Leganiel,0
Leganés,0
Legarda,0
Legaria,0
Legazpi,0
Legorreta,0
Legutio,1
Leintz-Gatzaga,0
Leioa,2
Leiro,0
Leitza,0
Leiva,0
Lekeitio,0
Lekunberri,0
Lemoa,0
Lemoiz,0
Lena,2
Lentegí,0
Leoz/Leotz,0
Lepe,0
Lerga,0
Lerma,1
Lerín,0
Les,1
Les Alqueries/Alquerías Del Niño Perdido,0
Les Avellanes I Santa Linya,0
Les Borges Blanques,1
Les Borges Del Camp,0
Les Cabanyes,0
Les Coves De Vinromà,0
Les Franqueses Del Vallès,3
Les Llosses,0
Les Masies De Roda,0
Les Masies De Voltregà,3
Les Oluges,0
Les Piles,0
Les Planes D'Hostoles,0
Les Preses,1
Les Useres/Useras,0
Les Valls D'Aguilar,0
Les Valls De Valira,0
Lesaka,0
Letur,0
Letux,0
Leza,0
Leza De Río Leza,0
Lezama,0
Lezaun,0
Lezo,0
Lezuza,2
León,14
Librilla,0
Libros,0
Liceras,0
Lidón,0
Liendo,0
Lillo,0
Limpias,1
Linares,0
Linares De La Sierra,0
Linares De Mora,0
Linares De Riofrío,0
Linyola,1
Litago,0
Lituénigo,0
Lizartza,0
Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti,0
Liédena,0
Liérganes,1
Liétor,0
Lladorre,1
Lladurs,0
Lladó,0
Llagostera,1
Llamas De La Ribera,0
Llambilles,0
Llanars,0
Llanera,2
Llanera De Ranes,0
Llanes,2
Llano De Bureba,0
Llano De Olmedo,0
Llanos Del Caudillo,0
Llançà,1
Llardecans,0
Llaurí,0
Llavorsí,1
Lledó,0
Lleida,17
Llera,0
Llerena,0
Llers,0
Lles De Cerdanya,0
Llimiana,0
Llinars Del Vallès,0
Lliçà D'Amunt,0
Lliçà De Vall,1
Llobera,0
Llocnou D'En Fenollet,0
Llocnou De La Corona,0
Llocnou De Sant Jeroni,0
Llombai,0
Llorac,0
Llorenç Del Penedès,0
Lloret De Mar,1
Lloret De Vistalegre,0
Lloseta,0
Llubí,0
Llucena/Lucena Del Cid,1
Llucmajor,2
Llutxent,0
Lluçà,0
Llíber,0
Llíria,1
Llívia,0
Loarre,0
Lobeira,0
Lobera De Onsella,0
Lobios,0
Lobras,0
Lobón,0
Lodosa,0
Loeches,0
Logrosán,0
Logroño,2
Loiu,0
Loja,0
Loma De Ucieza,0
Lomas,0
Lominchar,0
Lomoviejo,0
Longares,0
Longás,0
Lopera,0
Loporzano,0
Lora De Estepa,0
Lora Del Río,0
Loranca De Tajuña,0
Lorca,0
Loriguilla,0
Lorquí,0
Los Alcázares,0
Los Altos,0
Los Arcos,0
Los Ausines,2
Los Balbases,0
Los Baldios,0
Los Barrios,1
Los Barrios De Bureba,0
Los Barrios De Luna,0
Los Blázquez,0
Los Cerralbos,0
Los Corrales,0
Los Corrales De Buelna,2
Los Cortijos,0
Los Fayos,0
Los Gallardos,0
Los Guájares,0
Los Hinojosos,0
Los Huertos,0
Los Llanos De Aridane,0
Los Llanos De Tormes,0
Los Marines,0
Los Molares,0
Los Molinos,0
Los Montesinos,0
Los Navalmorales,0
Los Navalucillos,0
Los Olmos,0
Los Palacios Y Villafranca,0
Los Pintanos,0
Los Pozuelos De Calatrava,0
Los Realejos,0
Los Rábanos,0
Los Santos,0
Los Santos De La Humosa,0
Los Santos De Maimona,0
Los Silos,0
Los Tojos,0
Los Valdecolmenas,0
Los Villares,0
Los Villares De Soria,0
Los Yébenes,0
Losa Del Obispo,0
Losacino,0
Losacio,0
Losar De La Vera,0
Loscorrales,0
Loscos,0
Lourenzá,0
Lousame,0
Lozoya,0
Lozoyuela-Navas-Sieteiglesias,0
Lubián,0
Lubrín,0
Lucainena De Las Torres,0
Lucena,0
Lucena De Jalón,0
Lucena Del Puerto,0
Luceni,0
