Municipality,M4_raw
Ferreruela De Huerva,0
Ferrol,133
Figaró-Montmany,0
Figueres,16
Figuerola Del Camp,0
Figueroles,0
Figueruela De Arriba,0
Figueruelas,1
Fines,0
Finestrat,31
Firgas,0
Fiscal,0
Fisterra,0
Fitero,5
Fiñana,0
Flaçà,3
Flix,2
Flores De Ávila,0
Florida De Liébana,0
Fogars De La Selva,3
Fogars De Montclús,2
Foios,0
Foixà,0
Folgoso De La Ribera,0
Folgoso Do Courel,0
Folgueroles,0
Fombellida,1
Fombuena,0
Fompedraza,0
Foncabada,0
Foncea,0
Fondarella,0
Fondón,0
Fonelas,0
Fonfría,0
Fonollosa,20
Font-Rubí,0
Fontanals De Cerdanya,0
Fontanar,0
Fontanarejo,0
Fontanars Dels Alforins,0
Fontanilles,0
Fontcoberta,4
Fontellas,0
Fontihoyuelo,0
Fontioso,1
Fontiveros,0
Fonz,0
Fonzaleche,1
Foradada,2
Foradada Del Toscar,0
Forallac,7
Forcall,0
Forcarei,0
Forfoleda,0
Formentera,9
Formentera Del Segura,4
Formiche Alto,0
Fornalutx,3
Fornells De La Selva,8
Fornelos De Montes,0
Fornes,0
Fortaleny,1
Fortanete,0
Fortià,2
Fortuna,0
Forua,5
Forès,0
Foz,26
Foz-Calanda,0
Frades,13
Frades De La Sierra,0
Fraga,29
Frailes,2
Frandovínez,1
Frechilla,0
Frechilla De Almazán,0
Fregenal De La Sierra,0
Freginals,1
Freila,1
Fresneda De Altarejos,0
Fresneda De Cuéllar,0
Fresneda De La Sierra,0
Fresneda De La Sierra Tirón,0
Fresnedilla,0
Fresnedillas De La Oliva,8
Fresnedoso,1
Fresnedoso De Ibor,0
Fresneña,1
Fresnillo De Las Dueñas,1
Fresno Alhándiga,0
Fresno De Cantespino,0
Fresno De Caracena,0
Fresno De La Fuente,0
Fresno De La Polvorosa,0
Fresno De La Ribera,0
Fresno De La Vega,0
Fresno De Rodilla,0
Fresno De Río Tirón,0
Fresno De Sayago,1
Fresno De Torote,5
Fresno Del Río,0
Fresno El Viejo,0
Friera De Valverde,0
Frigiliana,6
Friol,9
Frontera,0
Fruiz,2
Frumales,0
Fréscano,0
Frías,0
Frías De Albarracín,0
Frómista,1
Fuembellida,0
Fuencaliente,0
Fuencaliente De La Palma,0
Fuencemillán,0
Fuendejalón,0
Fuendetodos,0
Fuenferrada,0
Fuengirola,24
Fuenlabrada,220
Fuenlabrada De Los Montes,1
Fuenllana,0
Fuenmayor,2
Fuensaldaña,1
Fuensalida,2
Fuensanta,1
Fuensanta De Martos,0
Fuente Carreteros,0
Fuente De Cantos,0
Fuente De Pedro Naharro,0
Fuente De Piedra,2
Fuente De Santa Cruz,0
Fuente Del Arco,0
Fuente Del Maestre,0
Fuente El Fresno,3
Fuente El Olmo De Fuentidueña,1
Fuente El Olmo De Íscar,0
Fuente El Saz De Jarama,14
Fuente El Saúz,0
Fuente El Sol,0
Fuente Encalada,0
Fuente La Lancha,0
Fuente La Reina,0
Fuente Obejuna,3
Fuente Palmera,0
Fuente Vaqueros,18
Fuente Álamo De Murcia,6
Fuente-Olmedo,0
Fuente-Tójar,0
Fuente-Álamo,0
Fuentealbilla,2
Fuentearmegil,1
Fuentebureba,0
Fuentecambrón,1
Fuentecantos,0
Fuentecén,0
Fuenteguinaldo,0
Fuenteheridos,0
Fuentelahiguera De Albatages,0
Fuentelapeña,0
Fuentelcésped,0
Fuentelencina,0
Fuentelespino De Haro,0
Fuentelespino De Moya,0
Fuenteliante,0
Fuentelisendo,0
Fuentelmonge,0
Fuentelsaz,0
Fuentelsaz De Soria,0
Fuentelviejo,0
Fuentemolinos,0
Fuentenava De Jábaga,0
Fuentenebro,0
Fuentenovilla,0
Fuentepelayo,0
Fuentepinilla,0
Fuentepiñel,0
Fuenterrebollo,0
Fuenterroble De Salvatierra,1
Fuenterrobles,0
Fuentes,0
Fuentes Calientes,0
Fuentes Claras,0
Fuentes De Andalucía,0
Fuentes De Ayódar,0
Fuentes De Año,0
Fuentes De Béjar,1
Fuentes De Carbajal,0
Fuentes De Ebro,2
Fuentes De Jiloca,0
Fuentes De León,0
Fuentes De Magaña,0
Fuentes De Nava,0
Fuentes De Oñoro,0
Fuentes De Ropel,0
Fuentes De Rubielos,0
Fuentes De Valdepero,0
Fuentesaúco,0
Fuentesaúco De Fuentidueña,0
Fuentesecas,0
Fuentesoto,1
Fuentespalda,0
Fuentespina,1
Fuentespreadas,1
Fuentestrún,0
Fuentidueña,1
Fuentidueña De Tajo,1
Fuerte Del Rey,1
Fuertescusa,1
Fulleda,1
Funes,3
Fustiñana,1
Férez,0
Fígols,0
Fígols I Alinyà,0
Fórnoles,0
Gabaldón,0
Gabiria,0
Gaianes,0
Gaibiel,0
Gaintza,0
Gaià,0
Gajanejos,0
Gajates,0
Galapagar,84
Galar,2
Galaroza,0
Galbarros,0
Galbárruli,0
Galdakao,58
Galdames,21
Galende,1
Galera,5
Galilea,0
Galindo Y Perahuy,0
Galinduste,0
Galisancho,0
Galisteo,0
Gallegos,0
Gallegos De Altamiros,0
Gallegos De Argañán,1
Gallegos De Hornija,0
Gallegos De Sobrinos,0
Gallegos De Solmirón,0
Gallegos Del Pan,0
Gallegos Del Río,0
Gallifa,0
Gallinero De Cameros,0
Gallipienzo/Galipentzu,0
Gallocanta,0
Gallur,3
Gallués/Galoze,2
Galve,0
Galve De Sorbe,1
Galápagos,0
Gamiz-Fika,5
Gamones,0
Gandesa,0
Gandia,21
Garaballa,0
Garachico,0
Garafía,0
Garai,5
Garaioa,0
Garbayuela,0
Garcia,0
Garciaz,0
Garcibuey,0
Garcihernández,0
Garcillán,2
Garciotum,1
Garcirrey,0
Garde,1
Gargallo,0
Garganta De Los Montes,3
Garganta Del Villar,0
Garganta La Olla,0
Gargantilla,0
Gargantilla Del Lozoya Y Pinilla De Buitrago,0
Gargüera,0
Garlitos,0
Garrafe De Torío,0
Garralda,1
Garray,0
Garrigoles,0
Garriguella,0
Garrigàs,0
Garrovillas De Alconétar,0
Garrucha,1
Garvín,0
Garínoain,1
Gascones,1
Gascueña,0
Gascueña De Bornova,0
Gata,5
Gata De Gorgos,6
Gatika,2
Gatón De Campos,0
Gaucín,3
Gautegiz Arteaga,1
Gavarda,1
Gavet De La Conca,0
Gavilanes,0
Gavà,73
Gaztelu,1
Gea De Albarracín,0
Gejuelo Del Barro,0
Geldo,1
Gelida,3
Gelsa,0
Gelves,6
Gema,0
Gemuño,0
Genalguacil,0
Genevilla,0
Ger,2
Gerena,1
Geria,0
Gerindote,0
Gernika-Lumo,11
Gestalgar,2
Getafe,210
Getaria,2
Getxo,79
Gibraleón,0
Gijón,536
Gil García,0
Gilbuena,0
Gilena,0
Gilet,0
Gimenells I El Pla De La Font,0
Gimialcón,0
Gimileo,0
Gines,17
Ginestar,0
Girona,203
Gironella,3
Gisclareny,0
Gistaín,0
Gizaburuaga,2
Gobernador,1
Godall,0
Godella,0
Godelleta,0
Godojos,0
Goizueta,0
Golmayo,4
Golmés,0
Golosalvo,0
Golpejas,2
Gombrèn,0
Gomecello,1
Gomesende,0
Gomezserracín,0
Gondomar,3
Gor,0
Gorafe,0
Gordaliza Del Pino,0
Gordexola,42
Gordoncillo,0
Gorga,0
Gorliz,19
Gormaz,0
Gotarrendura,1
Gotor,0
Gozón,8
Goñi,0
Gradefes,0
Grado,10
Graja De Campalbo,0
Graja De Iniesta,0
Grajal De Campos,1
Grajera,0
Granada,869
Granadilla De Abona,0
Grandas De Salime,1
Grandes Y San Martín,0
Granera,0
Granja De Moreruela,1
Granja De Rocamora,0
Granja De Torrehermosa,0
Granollers,73
Granucillo,0
Granyanella,0
Granyena De Les Garrigues,0
Granyena De Segarra,0
Granátula De Calatrava,1
Gratallops,0
Graus,1
Grazalema,4
Grañén,0
Grañón,2
Griegos,0
Grijalba,0
Grijota,0
Grisaleña,0
Grisel,0
Grisén,0
Griñón,21
Grávalos,0
Guadahortuna,0
Guadalajara,53
Guadalaviar,0
Guadalcanal,0
Guadalcázar,0
Guadalix De La Sierra,6
Guadalmez,0
Guadalupe,0
Guadamur,0
Guadarrama,35
Guadassuar,0
Guadasséquies,0
Guadiana,1
Guadix,6
Guadramiro,0
Gualba,0
Gualchos,1
Gualta,0
Guardamar De La Safor,0
Guardamar Del Segura,48
Guardiola De Berguedà,1
Guardo,0
Guareña,0
Guaro,3
Guarrate,1
Guarromán,0
Guaza De Campos,0
Guesálaz/Gesalatz,0
Guijo De Coria,0
Guijo De Galisteo,0
Guijo De Granadilla,0
Guijo De Santa Bárbara,0
Guijo De Ávila,0
Guijuelo,1
Guillena,6
Guils De Cerdanya,0
Guimerà,1
Guirguillano,0
Guisando,0
Guissona,2
Guitiriz,0
Guixers,1
Gumiel De Izán,1
Gumiel De Mercado,0
Guntín,2
Gurb,6
Guriezo,10
Gurrea De Gállego,0
Gusendos De Los Oteros,0
Gutierre-Muñoz,1
Guía De Isora,0
Gádor,1
Gáldar,0
Gálvez,0
Gátova,0
Génave,0
Gérgal,0
Gójar,15
Gómara,0
Gósol,0
Gúdar,0
Güesa/Gorza,1
Güevéjar,10
Güeñes,34
Güéjar Sierra,10
Güímar,0
Hacinas,1
Harana/Valle De Arana,0
Haro,4
Haría,0
Haza,0
Hazas De Cesto,4
Helechosa De Los Montes,0
Hellín,0
Henarejos,0
Henche,0
Heras De Ayuso,0
Herbers,0
Herce,0
Herencia,0
Herguijuela,0
Herguijuela De Ciudad Rodrigo,0
Herguijuela De La Sierra,0
Herguijuela Del Campo,0
Hermandad De Campoo De Suso,3
Hermigua,0
Hermisende,0
Hernani,7
Hernansancho,0
Hernialde,0
Hernán-Pérez,0
Herradón De Pinares,0
Herramélluri,0
Herrera,0
Herrera De Alcántara,1
Herrera De Los Navarros,0
Herrera De Pisuerga,0
Herrera De Soria,0
Herrera De Valdecañas,0
Herrera Del Duque,0
Herreros De Suso,0
Herreruela,1
Herreruela De Oropesa,0
Herrería,0
Herrerías,3
Herrín De Campos,0
Hervás,0
Hervías,0
Hiendelaencina,0
Higuera De Albalat,0
Higuera De Calatrava,0
Higuera De La Serena,1
Higuera De La Sierra,2
Higuera De Las Dueñas,0
Higuera De Llerena,0
Higuera De Vargas,1
Higuera La Real,0
Higueras,0
Higueruela,0
Higueruelas,0
Hijes,0
Hinojal,0
Hinojales,1
Hinojares,0
Hinojos,0
Hinojosa De Duero,0
Hinojosa De Jarque,0
Hinojosa De San Vicente,0
Hinojosa Del Campo,0
Hinojosa Del Duque,0
Hinojosa Del Valle,1
Hinojosas De Calatrava,0
Hiriberri/Villanueva De Aezkoa,0
Hita,0
Holguera,0
Hombrados,0
Hondarribia,33
Hondón De Los Frailes,0
Honrubia,0
Honrubia De La Cuesta,0
Hontalbilla,0
Hontanar,0
Hontanares De Eresma,1
Hontanas,0
Hontanaya,0
Hontangas,0
Hontecillas,0
Hontoba,0
Hontoria De Cerrato,0
Hontoria De La Cantera,1
Hontoria De Valdearados,0
Hontoria Del Pinar,2
Horcajo De La Sierra-Aoslos,0
Horcajo De Las Torres,1
Horcajo De Los Montes,0
Horcajo De Montemayor,0
Horcajo De Santiago,0
Horcajo Medianero,0
Horcajuelo De La Sierra,0
Horche,0
Hormigos,1
Hormilla,0
Hormilleja,1
Hornachos,0
Hornachuelos,2
Hornillos De Cameros,0
Hornillos De Cerrato,0
Hornillos De Eresma,0
Hornillos Del Camino,0
Hornos,0
Hornos De Moncalvillo,0
Horta De Sant Joan,2
Hortezuela De Océn,0
Hortigüela,1
Hospital De Órbigo,1
Hostalric,2
Hoya-Gonzalo,1
Hoyales De Roa,0
Hoyo De Manzanares,34
Hoyocasero,0
Hoyorredondo,0
Hoyos,2
Hoyos De Miguel Muñoz,0
Hoyos Del Collado,2
Hoyos Del Espino,1
Hoz De Jaca,0
Hoz Y Costean,0
Huarte/Uharte,14
Huecas,0
Huelma,0
Huelva,134
Huelves,1
Huerta,0
Huerta De Arriba,0
Huerta De La Obispalía,0
Huerta De Rey,1
Huerta De Valdecarábanos,0
Huerta Del Marquesado,0
Huertahernando,0
Huerto,0
Huesa,1
Huesa Del Común,0
Huesca,52
Huete,0
Hueva,0
Humada,0
Humanes,2
Humanes De Madrid,27
Humilladero,1
Hurones,0
Hurtumpascual,0
Husillos,0
Huécija,0
Huélaga,0
Huélago,0
Huélamo,0
Huéneja,0
Huércal De Almería,16
Huércal-Overa,1
Huércanos,0
Huérguina,0
Huérmeces,1
Huérmeces Del Cerro,0
Huéscar,1
Huétor De Santillán,12
Huétor Tájar,4
Huétor Vega,52
Huévar Del Aljarafe,1
Hérmedes De Cerrato,0
Híjar,1
Ibahernando,0
Ibargoiti,4
Ibarra,0
Ibarrangelu,2
Ibdes,0
Ibeas De Juarros,1
Ibi,2
Ibias,0
Ibieca,0
Ibrillos,0
Ibros,0
Icod De Los Vinos,0
Idiazabal,0
Igantzi,2
Igea,0
Iglesiarrubia,1
Iglesias,0
Igorre,13
Igriés,0
Igualada,63
Igualeja,1
Igúzquiza,5
Igüeña,0
Ikaztegieta,0
Ilche,1
Illana,1
Illano,0
Illas,0
Illescas,7
Illueca,0
Illán De Vacas,0
Imotz,3
Inca,8
Ingenio,0
Iniesta,0
Iniéstola,0
Instinción,0
Irañeta,1
Irixoa,1
Iruelos,0
Irueste,0
Irun,81
Irura,5
Iruraiz-Gauna,14
Irurtzun,1
Iruña Oka/Iruña De Oca,13
Isaba/Izaba,1
Isar,0
Isla Cristina,1
Isla Del Perejil,0
Isla Mayor,0
Islas Alhucemas,0
Islas Chafarinas,0
Isona I Conca Dellà,1
Ispaster,11
Istán,8
Isuerre,0
Isábena,0
Isòvol,3
Itero De La Vega,0
Itero Del Castillo,0
Itsasondo,0
Ituero De Azaba,0
Ituero Y Lama,1
Ituren,0
Iturmendi,1
Iurreta,10
Ivars D'Urgell,1
Ivars De Noguera,1
Ivorra,0
Iza/Itza,5
Izagaondoa,0
Izagre,1
Izalzu/Itzaltzu,0
Iznalloz,0
Iznate,0
Iznatoraf,0
Iznájar,0
Izurtza,4
Jabaloyas,0
Jabalquinto,0
Jabugo,1
Jaca,36
Jacarilla,0
Jadraque,0
Jafre,1
Jalance,0
Jalón De Cameros,0
Jambrina,0
Jamilena,0
Jaraba,0
Jarafuel,0
Jaraicejo,0
Jaramillo De La Fuente,1
Jaramillo Quemado,0
Jarandilla De La Vera,1
Jaraíz De La Vera,0
Jarilla,0
Jarque De La Val,0
Jarque De Moncayo,0
Jasa,0
Jatiel,0
Jaulín,0
Jaurrieta,1
Javier,1
Jayena,0
Jaén,164
Jerez De La Frontera,344
Jerez De Los Caballeros,1
Jerte,0
Jete,2
Jimena,0
Jimena De La Frontera,1
Jimera De Líbar,1
Jirueque,0
Joarilla De Las Matas,0
Jorba,0
Jorcas,0
Jorquera,2
Josa,0
Josa I Tuixén,0
Juarros De Riomoros,0
Juarros De Voltoya,0
Jubrique,1
Juià,0
Jumilla,1
Jun,18
Junciana,0
Juncosa,0
Juneda,2
Junta De Traslaloma,0
Junta De Villalba De Losa,1
Jurisdicción De Lara,0
Jurisdicción De San Zadornil,2
Juslapeña/Txulapain,0
Justel,0
Juviles,0
Juzbado,1
Játar,2
Jérez Del Marquesado,2
Jérica,0
Jódar,0
Júzcar,0
Karrantza Harana/Valle De Carranza,40
Kortezubi,2
Kripan,1
Kuartango,0
L'Albagés,1
L'Albi,0
L'Albiol,0
L'Alcora,3
L'Alcúdia,0
L'Alcúdia De Crespins,0
L'Aldea,5
L'Aleixar,1
L'Alfàs Del Pi,3
L'Alqueria D'Asnar,0
L'Alqueria De La Comtessa,2
L'Ametlla De Mar,1
L'Ametlla Del Vallès,0
L'Ampolla,0
L'Arboç,4
L'Argentera,1
L'Armentera,0
L'Atzúbia,0
L'Eliana,5
L'Escala,5
L'Espluga Calba,1
L'Espluga De Francolí,0
L'Espunyola,2
L'Esquirol,1
L'Estany,2
L'Hospitalet De Llobregat,224
L'Olleria,0
L'Orxa/Lorcha,0
L'Énova,0
La Acebeda,0
La Adrada,0
La Alameda De Gardón,1
La Alamedilla,0
La Alberca,0
La Alberca De Záncara,0
La Alberguería De Argañán,0
La Albuera,0
La Aldea De San Nicolás,0
La Aldea Del Obispo,0
La Aldehuela,0
La Algaba,10
La Almarcha,0
La Almolda,0
La Almunia De Doña Godina,3
La Antigua,0
La Atalaya,0
La Baronia De Rialb,0
La Bastida,0
La Bañeza,0
La Bisbal D'Empordà,2
La Bisbal De Falset,0
La Bisbal Del Penedès,25
La Bodera,0
La Bouza,0
La Bóveda De Toro,0
La Cabeza De Béjar,1
La Cabrera,9
La Calahorra,0
La Calzada De Béjar,0
La Campana,0
La Canonja,18
La Carlota,0
La Carolina,2
La Carrera,0
La Cañada De Verich,0
La Cellera De Ter,6
La Cerollera,0
La Cierva,0
La Codosera,0
La Codoñera,0
La Colilla,0
La Coma I La Pedra,1
La Coronada,0
La Cuba,0
La Cueva De Roa,0
La Cumbre,0
La Encina,0
La Ercina,0
La Estrella,0
La Fatarella,0
La Febró,0
La Figuera,1
La Floresta,1
La Font D'En Carròs,0
La Font De La Figuera,0
La Fregeneda,1
La Fresneda,0
La Frontera,0
La Fuente De San Esteban,0
La Fueva,0
La Fuliola,0
La Galera,0
La Gallega,1
La Garganta,0
La Garriga,6
La Garrovilla,0
La Ginebrosa,0
La Gineta,1
La Granada,0
La Granada De Río-Tinto,1
La Granadella,0
La Granja,0
La Granja D'Escarp,0
La Granja De La Costera,0
La Granjuela,0
La Guancha,0
La Guardia,0
La Guardia De Jaén,3
La Guijarrosa,0
La Guingueta D'Àneu,2
La Haba,0
La Herrera,0
La Hija De Dios,0
La Hiniesta,0
La Hinojosa,0
La Hiruela,0
La Horcajada,0
La Horra,1
La Hoya,1
La Hoz De La Vieja,0
La Huerce,0
La Iglesuela Del Cid,0
La Iglesuela Del Tiétar,1
La Iruela,1
La Jana,0
La Jonquera,1
La Joyosa,6
La Lapa,1
La Lastrilla,1
La Llacuna,3
La Llagosta,4
La Llosa,0
La Llosa De Ranes,0
La Losa,0
La Losilla,0
La Luisiana,0
La Línea De La Concepción,11
La Malahá,2
La Masó,0
La Mata,0
La Mata De Ledesma,0
La Mata De Los Olmos,0
La Mata De Morella,0
La Matanza De Acentejo,0
La Matilla,0
La Maya,0
La Mierla,0
La Miñosa,0
La Mojonera,0
La Molsosa,0
La Morera,1
La Morera De Montsant,0
La Mudarra,0
La Muela,4
La Nava,0
La Nava De Ricomalillo,0
La Nava De Santiago,0
La Nou De Berguedà,0
La Nou De Gaià,1
La Nucia,13
La Oliva,0
La Olmeda De Jadraque,0
La Orbada,1
La Orotava,0
La Palma D'Ebre,0
La Palma De Cervelló,10
La Palma Del Condado,1
La Parra,1
La Parra De Las Vegas,0
La Parrilla,0
La Pedraja De Portillo,0
La Pera,4
La Peraleja,0
La Pernía,2
La Pesga,0
La Pesquera,0
La Peza,1
La Peña,0
La Pobla De Benifassà,0
La Pobla De Claramunt,0
La Pobla De Cérvoles,0
La Pobla De Farnals,0
La Pobla De Lillet,0
La Pobla De Mafumet,0
La Pobla De Massaluca,0
La Pobla De Montornès,23
La Pobla De Segur,0
La Pobla De Vallbona,1
La Pobla Del Duc,0
La Pobla Llarga,0
La Pobla Tornesa,0
La Pola De Gordón,4
La Portella,1
La Portellada,0
La Puebla De Alfindén,5
La Puebla De Almoradiel,2
La Puebla De Arganzón,1
La Puebla De Castro,0
La Puebla De Cazalla,0
La Puebla De Híjar,0
La Puebla De Los Infantes,0
La Puebla De Montalbán,0
La Puebla De Valdavia,0
La Puebla De Valverde,1
La Puebla Del Río,0
La Pueblanueva,0
La Puerta De Segura,0
La Póveda De Soria,0
La Quar,0
La Rambla,0
La Recueja,0
La Redonda,0
La Revilla Y Ahedo,2
La Riba,2
La Riba De Escalote,0
La Riera De Gaià,0
La Rinconada,53
La Rinconada De La Sierra,0
La Robla,3
La Roca De La Sierra,0
La Roca Del Vallès,4
La Roda,0
La Roda De Andalucía,1
La Romana,0
La Ràpita,3
La Sagrada,0
La Salzadella,0
La Seca,0
La Secuita,0
La Selva De Mar,0
La Selva Del Camp,0
La Sentiu De Sió,1
La Sequera De Haza,0
La Serna,0
La Serna Del Monte,1
La Serrada,1
La Serratella,0
La Seu D'Urgell,1
La Sierpe,0
La Solana,1
La Sotonera,2
La Sénia,0
La Taha,4
La Tala,0
La Tallada D'Empordà,1
La Toba,0
La Torre,0
La Torre D'En Besora,1
La Torre D'En Doménec,0
La Torre De Cabdella,1
La Torre De Claramunt,0
La Torre De Esteban Hambrán,0
La Torre De Fontaubella,0
La Torre De L'Espanyol,0
La Torre De Les Maçanes/Torremanzanas,0
La Torre Del Valle,0
La Unión,30
La Unión De Campos,0
La Vajol,0
La Vall D'Alcalà,0
La Vall D'Ebo,0
La Vall D'En Bas,14
La Vall D'Uixó,14
La Vall De Bianya,7
La Vall De Boí,5
La Vall De Gallinera,0
La Vall De Laguar,1
La Vansa I Fórnols,0
La Vecilla,0
La Vellés,1
La Victoria,0
La Victoria De Acentejo,0
La Vid De Bureba,0
La Vid De Ojeda,0
La Vid Y Barrios,1
La Vila Joiosa/Villajoyosa,13
La Vilavella,0
La Vilella Alta,0
La Vilella Baixa,1
La Villa De Don Fadrique,1
La Vilueña,0
La Vídola,0
La Yesa,0
La Yunta,0
La Zaida,0
La Zarza,1
La Zarza De Pumareda,1
La Zarza-Perrunal,0
La Zoma,0
La Zubia,47
Labajos,1
Labastida/Bastida,3
Labuerda,0
Ladrillar,1
Lagartera,0
Lagartos,0
Lagata,0
Lagrán,3
Laguardia,12
Lagueruela,0
Laguna Dalga,0
Laguna De Cameros,0
Laguna De Contreras,0
Laguna De Duero,8
Laguna De Negrillos,1
Laguna Del Marquesado,0
Lagunaseca,0
Lagunilla,1
Lagunilla Del Jubera,0
Lahiguera,0
Lakuntza,1
Laluenga,1
Lalueza,1
Lalín,7
Lamasón,0
Lana,0
Lanaja,0
Lanciego/Lantziego,5
Landete,0
Lanestosa,1
Langa,0
Langa De Duero,0
Langa Del Castillo,0
Langayo,1
Langreo,44
Languilla,0
Lanjarón,7
Lantadilla,0
Lantarón,6
Lanteira,0
Lantejuela,0
Lantz,0
Lanzahíta,0
Lanzuela,0
Laperdiguera,1
Lapoblación,4
Lapuebla De Labarca,2
Lardero,12
Laredo,14
Larouco,0
Laroya,0
Larrabetzu,23
Larraga,4
Larraona,0
Larraul,0
Larraun,14
Larrodrigo,0
Larva,0
Las Aldehuelas,0
Las Berlanas,0
Las Cabezas De San Juan,0
Las Casas Del Conde,0
Las Cuerlas,0
Las Gabias,29
Las Herencias,0
Las Hormazas,0
Las Inviernas,0
Las Labores,0
Las Majadas,0
Las Mesas,1
Las Navas De Jadraque,0
Las Navas De La Concepción,0
Las Navas Del Marqués,7
Las Omañas,0
Las Palmas De Gran Canaria,0
Las Parras De Castellote,0
Las Pedrosas,0
Las Pedroñeras,0
Las Peñas De Riglos,2
Las Quintanillas,2
Las Regueras,1
Las Rozas De Madrid,227
Las Rozas De Valdearroyo,3
Las Torres De Cotillas,0
Las Tres Villas,1
Las Valeras,0
Las Veguillas,0
Las Ventas Con Peña Aguilera,0
Las Ventas De Retamosa,0
Las Ventas De San Julián,0
Lasarte-Oria,11
Lascellas-Ponzano,1
Lascuarre,0
Laspaúles,0
Laspuña,0
Lastras De Cuéllar,0
Lastras Del Pozo,0
Laudio/Llodio,9
Laukiz,0
Laviana,0
Laxe,0
Layana,0
Layos,0
Laza,0
Lazagurría,1
Lazkao,4
Leaburu,0
Leache/Leatxe,0
Lebrija,4
Lechón,0
Leciñena,0
Lecrín,0
Ledanca,0
"Ledanía De 09162, 09290, 09412 Y 09606",0
"Ledanía De Castrillo De La Reina, Hacinas Y Salas De Los Infantes",0
Ledanía De Hacinas Y Salas De Los Infantes,0
"Ledanía De Hacinas, Salas De Los Infantes Y Villanueva De Carazo",0
Ledaña,0
Ledesma,0
Ledesma De La Cogolla,0
Ledigos,0
Ledrada,0
Leganiel,0
Leganés,244
Legarda,1
Legaria,1
Legazpi,1
Legorreta,0
Legutio,5
Leintz-Gatzaga,0
Leioa,58
Leiro,0
Leitza,1
Leiva,1
Lekeitio,8
Lekunberri,0
Lemoa,16
Lemoiz,7
Lena,5
Lentegí,1
Leoz/Leotz,12
Lepe,4
Lerga,1
Lerma,1
Lerín,1
Les,0
Les Alqueries/Alquerías Del Niño Perdido,0
Les Avellanes I Santa Linya,3
Les Borges Blanques,4
Les Borges Del Camp,0
Les Cabanyes,0
Les Coves De Vinromà,0
Les Franqueses Del Vallès,22
Les Llosses,0
Les Masies De Roda,0
Les Masies De Voltregà,0
Les Oluges,0
Les Piles,0
Les Planes D'Hostoles,8
Les Preses,4
Les Useres/Useras,0
Les Valls D'Aguilar,0
Les Valls De Valira,1
Lesaka,1
Letur,0
Letux,0
Leza,4
Leza De Río Leza,0
Lezama,10
Lezaun,0
Lezo,6
Lezuza,1
León,167
Librilla,2
Libros,1
Liceras,0
Lidón,0
Liendo,2
Lillo,0
Limpias,1
Linares,10
Linares De La Sierra,1
Linares De Mora,0
Linares De Riofrío,0
Linyola,0
Litago,0
Lituénigo,0
Lizartza,0
Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti,3
Liédena,1
Liérganes,4
Liétor,0
Lladorre,0
Lladurs,0
Lladó,1
Llagostera,5
Llamas De La Ribera,0
Llambilles,3
Llanars,0
Llanera,37
Llanera De Ranes,0
Llanes,7
Llano De Bureba,0
Llano De Olmedo,0
Llanos Del Caudillo,0
Llançà,1
Llardecans,1
Llaurí,0
Llavorsí,1
Lledó,0
Lleida,274
Llera,1
Llerena,1
Llers,1
Lles De Cerdanya,0
Llimiana,0
Llinars Del Vallès,1
Lliçà D'Amunt,5
Lliçà De Vall,8
Llobera,0
Llocnou D'En Fenollet,0
Llocnou De La Corona,0
Llocnou De Sant Jeroni,0
Llombai,0
Llorac,3
Llorenç Del Penedès,4
Lloret De Mar,7
Lloret De Vistalegre,3
Lloseta,1
Llubí,2
Llucena/Lucena Del Cid,0
Llucmajor,72
Llutxent,4
Lluçà,0
Llíber,0
Llíria,0
Llívia,0
Loarre,0
Lobeira,1
Lobera De Onsella,0
Lobios,5
Lobras,0
Lobón,2
Lodosa,1
Loeches,17
Logrosán,1
Logroño,244
Loiu,39
Loja,8
Loma De Ucieza,0
Lomas,0
Lominchar,0
Lomoviejo,0
Longares,0
Longás,0
Lopera,1
Loporzano,3
Lora De Estepa,0
Lora Del Río,0
Loranca De Tajuña,0
Lorca,64
Loriguilla,0
Lorquí,4
Los Alcázares,11
Los Altos,3
Los Arcos,2
Los Ausines,1
Los Balbases,1
Los Baldios,6
Los Barrios,8
Los Barrios De Bureba,0
Los Barrios De Luna,0
Los Blázquez,0
Los Cerralbos,0
Los Corrales,0
Los Corrales De Buelna,12
Los Cortijos,0
Los Fayos,0
Los Gallardos,0
Los Guájares,1
Los Hinojosos,0
Los Huertos,1
Los Llanos De Aridane,0
Los Llanos De Tormes,1
Los Marines,1
Los Molares,0
Los Molinos,11
Los Montesinos,1
Los Navalmorales,0
Los Navalucillos,0
Los Olmos,0
Los Palacios Y Villafranca,6
Los Pintanos,0
Los Pozuelos De Calatrava,0
Los Realejos,0
Los Rábanos,0
Los Santos,0
Los Santos De La Humosa,3
Los Santos De Maimona,0
Los Silos,0
Los Tojos,3
Los Valdecolmenas,0
Los Villares,2
Los Villares De Soria,0
Los Yébenes,1
Losa Del Obispo,0
Losacino,0
Losacio,0
Losar De La Vera,0
Loscorrales,0
Loscos,0
Lourenzá,1
Lousame,2
Lozoya,0
Lozoyuela-Navas-Sieteiglesias,1
Lubián,0
Lubrín,0
Lucainena De Las Torres,1
Lucena,1
Lucena De Jalón,0
Lucena Del Puerto,0
Luceni,0
